graph_family,method,rho,n,m_og,m_sparse,edges_ratio,diameter_original,diameter_sparsified,unreachable_pairs_ratio,stretch_avg,stretch_var,stretch_max,laplacian_qf_original,laplacian_qf_sparsified,degree_distribution_original_1,degree_distribution_original_2,degree_distribution_original_3,degree_distribution_original_4,degree_distribution_original_5,degree_distribution_sparsified_0,degree_distribution_sparsified_1,degree_distribution_sparsified_2,degree_distribution_sparsified_3,degree_distribution_sparsified_4,degree_distribution_sparsified_5,sparsify_time,metric_time
undirected,k_neighbor,0.2,9.0,11.0,7.6,0.77,25.8,inf,0.42666666666666664,1.5492571698454052,7.118488030557211,8.5,4210.8,2674.6,0.26666666666666666,0.5055555555555555,0.2777777777777778,0.6,0.2,,0.3822222222222222,0.5555555555555556,0.1037037037037037,,,0.00026479620000824,0.0008720778000224
undirected,kols,0.2,9.0,11.0,8.0,0.82,25.8,34.0,0.0,1.5720144850485336,3.2933607237453053,7.514285714285714,4210.8,1875.2,0.26666666666666666,0.5055555555555555,0.2777777777777778,0.6,0.2,,0.3933333333333333,0.5555555555555556,0.20277777777777778,,,0.0004089585999281,0.00114406940001566
undirected,local_degree,0.2,9.0,11.0,8.0,0.82,25.8,32.0,0.0,1.4021575077189783,2.835181525499184,7.0,4210.8,2831.0,0.26666666666666666,0.5055555555555555,0.2777777777777778,0.6,0.2,,0.4333333333333333,0.42444444444444446,0.17037037037037037,0.1,0.1,0.00027012579998877994,0.00091641780004458
undirected,mst,0.2,9.0,11.0,8.0,0.82,25.8,28.8,0.0,1.1090804222720958,0.08236767555328942,1.8466666666666665,4210.8,2610.2,0.26666666666666666,0.5055555555555555,0.2777777777777778,0.6,0.2,,0.37333333333333335,0.6055555555555555,0.17777777777777778,,,0.0001896556000701,0.0008940840000377001
undirected,original,0.2,9.0,11.0,,1.0,25.8,25.8,0.0,1.0,0.0,1.0,4210.8,4210.8,0.26666666666666666,0.5055555555555555,0.2777777777777778,0.6,0.2,,0.26666666666666666,0.5055555555555555,0.2777777777777778,0.6,0.2,,0.0013542366000364801
undirected,random,0.2,9.0,11.0,9.8,0.9166666666666666,25.8,inf,0.08,1.122238990131147,0.29710086557087356,2.9,4210.8,3746.8,0.26666666666666666,0.5055555555555555,0.2777777777777778,0.6,0.2,0.1,0.26666666666666666,0.4444444444444445,0.2277777777777778,0.6,,0.00013613399996752136,0.0010712453999531
undirected,t_spanner,0.2,9.0,11.0,8.6,0.8566666666666667,25.8,26.8,0.0,1.0378864680781419,0.017471638142579522,1.4666666666666666,4210.8,2795.6,0.26666666666666666,0.5055555555555555,0.2777777777777778,0.6,0.2,,0.29333333333333333,0.5244444444444445,0.22777777777777777,,,0.04771044620001701,0.00115762959999296
