graph_family,method,rho,n,m_og,m_sparse,edges_ratio,diameter_original,diameter_sparsified,unreachable_pairs_ratio,stretch_avg,stretch_var,stretch_max,laplacian_qf_original,laplacian_qf_sparsified,degree_distribution_original_1,degree_distribution_original_2,degree_distribution_original_3,degree_distribution_original_4,degree_distribution_original_5,degree_distribution_sparsified_1,degree_distribution_sparsified_2,degree_distribution_sparsified_3,degree_distribution_sparsified_4,degree_distribution_sparsified_5,sparsify_time,metric_time
bipartite,k_neighbor,0.2,10.2,13.8,7.4,0.5788888888888889,25.6,inf,0.641904761904762,1.4025095965322745,1.4532652977248481,3.442857142857143,3884.8,1496.2,0.23333333333333328,0.475,0.36666666666666664,0.25,0.3,0.5866666666666667,0.4,0.0666666666666666,,,0.00010290199998051347,0.00034815140002134005
bipartite,kols,0.2,10.2,13.8,9.2,0.7252380952380952,25.6,34.0,0.0,1.9238846829394654,5.487309641435126,12.366666666666667,3884.8,1950.6,0.23333333333333328,0.475,0.36666666666666664,0.25,0.3,0.4733333333333333,0.3466666666666667,0.14999999999999997,0.1,0.1,0.00010544520005167536,0.00044593180000442
bipartite,local_degree,0.2,10.2,13.8,9.0,0.703015873015873,25.6,inf,0.11111111111111112,1.5096076308083084,2.3150793727262133,8.3,3884.8,1564.0,0.23333333333333328,0.475,0.36666666666666664,0.25,0.3,0.5266666666666666,0.375,0.14166666666666666,0.1,0.2,8.881719995768259e-05,0.00039911620001472004
bipartite,mst,0.2,10.2,13.8,9.2,0.7252380952380952,25.6,29.6,0.0,1.1530441207903983,0.16112247048075215,2.391919191919192,3884.8,1731.6,0.23333333333333328,0.475,0.36666666666666664,0.25,0.3,0.4066666666666666,0.42000000000000004,0.15333333333333332,0.1,,0.00015357860002040267,0.00043184279998052
bipartite,original,0.2,10.2,13.8,,1.0,25.6,25.6,0.0,1.0,0.0,1.0,3884.8,3884.8,0.23333333333333328,0.475,0.36666666666666664,0.25,0.3,0.23333333333333328,0.475,0.36666666666666664,0.25,0.3,,0.0007409899999856601
bipartite,random,0.2,10.2,13.8,12.2,0.9114285714285714,25.6,30.2,0.0,1.2614879030607322,1.3346621111318853,7.3,3884.8,3656.6,0.23333333333333328,0.475,0.36666666666666664,0.25,0.3,0.175,0.48666666666666664,0.2533333333333333,0.25,0.1,3.9296800059673843e-05,0.00044483960000428
bipartite,t_spanner,0.2,10.2,13.8,10.6,0.8038095238095238,25.6,27.2,0.0,1.0506751080426446,0.020257429561323082,1.5166666666666666,3884.8,2218.4,0.23333333333333328,0.475,0.36666666666666664,0.25,0.3,0.3,0.5266666666666666,0.21333333333333332,0.1,,0.00021413179997578302,0.00044608219996002
