graph,graph_family,method,rho,n,m_og,m_sparse,edges_ratio,connected_original,connected_sparsified,diameter_original,diameter_sparsified,unreachable_pairs_ratio,stretch_avg,stretch_var,stretch_max,laplacian_qf_original,laplacian_qf_sparsified,degree_distribution_original_1,degree_distribution_original_10,degree_distribution_original_11,degree_distribution_original_12,degree_distribution_original_13,degree_distribution_original_14,degree_distribution_original_15,degree_distribution_original_16,degree_distribution_original_17,degree_distribution_original_18,degree_distribution_original_19,degree_distribution_original_2,degree_distribution_original_20,degree_distribution_original_3,degree_distribution_original_4,degree_distribution_original_5,degree_distribution_original_6,degree_distribution_original_7,degree_distribution_original_8,degree_distribution_original_9,degree_distribution_sparsified_0,degree_distribution_sparsified_1,degree_distribution_sparsified_10,degree_distribution_sparsified_11,degree_distribution_sparsified_12,degree_distribution_sparsified_13,degree_distribution_sparsified_14,degree_distribution_sparsified_15,degree_distribution_sparsified_16,degree_distribution_sparsified_17,degree_distribution_sparsified_18,degree_distribution_sparsified_19,degree_distribution_sparsified_2,degree_distribution_sparsified_20,degree_distribution_sparsified_3,degree_distribution_sparsified_4,degree_distribution_sparsified_5,degree_distribution_sparsified_6,degree_distribution_sparsified_7,degree_distribution_sparsified_8,degree_distribution_sparsified_9,sparsify_time,metric_time
undirected10.edgelist,undirected,k_neighbor,0.2,66,203,61,0.30049261083743845,True,False,35.597,inf,0.5160839160839161,7.884932263455328,110.59895869556743,208.08647450110865,3673529.310742728,1494777.8194589582,,0.045454545454545456,0.015151515151515152,,,,,,,,,0.09090909090909091,,0.06060606060606061,0.12121212121212122,0.12121212121212122,0.13636363636363635,0.15151515151515152,0.12121212121212122,0.13636363636363635,,0.4696969696969697,,,,,,,,,,,0.30303030303030304,,0.16666666666666666,0.045454545454545456,,0.015151515151515152,,,,0.0030745720000027177,0.013090941000001521
undirected10.edgelist,undirected,local_degree,0.2,66,203,60,0.2955665024630542,True,False,35.597,inf,0.828904428904429,1.8273909996926272,3.6318105741344566,31.186335403726705,3673529.310742728,2133738.8430545805,,0.045454545454545456,0.015151515151515152,,,,,,,,,0.09090909090909091,,0.06060606060606061,0.12121212121212122,0.12121212121212122,0.13636363636363635,0.15151515151515152,0.12121212121212122,0.13636363636363635,,0.7272727272727273,,0.015151515151515152,,,,,,,,,0.09090909090909091,,0.06060606060606061,0.06060606060606061,,0.015151515151515152,0.015151515151515152,0.015151515151515152,,0.0005855930000109311,0.011649803999972619
undirected10.edgelist,undirected,mst,0.2,66,203,65,0.32019704433497537,True,True,35.597,73.30600000000001,0.0,1.6553335655220769,0.5385362037055514,7.04635761589404,3673529.310742728,486955.743191844,,0.045454545454545456,0.015151515151515152,,,,,,,,,0.09090909090909091,,0.06060606060606061,0.12121212121212122,0.12121212121212122,0.13636363636363635,0.15151515151515152,0.12121212121212122,0.13636363636363635,,0.4090909090909091,,,,,,,,,,,0.3333333333333333,,0.15151515151515152,0.09090909090909091,0.015151515151515152,,,,,0.000469862000016974,0.01622233999998457
undirected10.edgelist,undirected,t_spanner,0.2,66,203,97,0.47783251231527096,True,True,35.597,42.298,0.0,1.0670237975033106,0.01834063698263928,1.9067214621748774,3673529.310742728,1038885.0211433646,,0.045454545454545456,0.015151515151515152,,,,,,,,,0.09090909090909091,,0.06060606060606061,0.12121212121212122,0.12121212121212122,0.13636363636363635,0.15151515151515152,0.12121212121212122,0.13636363636363635,,0.12121212121212122,,,,,,,,,,,0.3181818181818182,,0.24242424242424243,0.16666666666666666,0.12121212121212122,0.030303030303030304,,,,0.006786954000006062,0.0180214190000072
undirected100.edgelist,undirected,original,0.2,76,292,,1.0,True,True,30.731,30.731,0.0,1.0,0.0,1.0,6237531.474189157,6237531.474189157,,0.06578947368421052,0.013157894736842105,0.039473684210526314,0.013157894736842105,0.013157894736842105,0.02631578947368421,0.013157894736842105,,,,0.02631578947368421,,0.02631578947368421,0.039473684210526314,0.10526315789473684,0.13157894736842105,0.15789473684210525,0.2236842105263158,0.10526315789473684,,,0.06578947368421052,0.013157894736842105,0.039473684210526314,0.013157894736842105,0.013157894736842105,0.02631578947368421,0.013157894736842105,,,,0.02631578947368421,,0.02631578947368421,0.039473684210526314,0.10526315789473684,0.13157894736842105,0.15789473684210525,0.2236842105263158,0.10526315789473684,,0.03206533899998476
undirected100.edgelist,undirected,kols,0.2,76,292,75,0.2568493150684932,True,True,30.731,70.522,0.0,1.7358473744988723,0.601537789032567,6.964839094159715,6237531.474189157,414295.76815592195,,0.06578947368421052,0.013157894736842105,0.039473684210526314,0.013157894736842105,0.013157894736842105,0.02631578947368421,0.013157894736842105,,,,0.02631578947368421,,0.02631578947368421,0.039473684210526314,0.10526315789473684,0.13157894736842105,0.15789473684210525,0.2236842105263158,0.10526315789473684,,0.3815789473684211,,,,,,,,,,,0.3815789473684211,,0.13157894736842105,0.09210526315789473,0.013157894736842105,,,,,0.0016820259999974496,0.023734332000003633
undirected100.edgelist,undirected,random,0.2,76,292,70,0.23972602739726026,True,False,30.731,inf,0.476140350877193,5.944303958726085,143.20750742350563,241.10000000000005,6237531.474189157,1379057.6571669385,,0.06578947368421052,0.013157894736842105,0.039473684210526314,0.013157894736842105,0.013157894736842105,0.02631578947368421,0.013157894736842105,,,,0.02631578947368421,,0.02631578947368421,0.039473684210526314,0.10526315789473684,0.13157894736842105,0.15789473684210525,0.2236842105263158,0.10526315789473684,0.14473684210526316,0.3026315789473684,,,,,,,,,,,0.2894736842105263,,0.14473684210526316,0.06578947368421052,0.05263157894736842,,,,,0.00023195999997938088,0.02063173799999163
undirected100.edgelist,undirected,k_neighbor,0.2,76,292,74,0.2534246575342466,True,False,30.731,inf,0.6656140350877193,5.580804499830443,39.948329115636774,77.80049875311721,6237531.474189157,2104061.541495542,,0.06578947368421052,0.013157894736842105,0.039473684210526314,0.013157894736842105,0.013157894736842105,0.02631578947368421,0.013157894736842105,,,,0.02631578947368421,,0.02631578947368421,0.039473684210526314,0.10526315789473684,0.13157894736842105,0.15789473684210525,0.2236842105263158,0.10526315789473684,,0.4342105263157895,,,,,,,,,,,0.3026315789473684,,0.17105263157894737,0.06578947368421052,0.02631578947368421,,,,,0.0036309390000042185,0.01885325899999657
undirected100.edgelist,undirected,local_degree,0.2,76,292,74,0.2534246575342466,True,False,30.731,inf,0.4473684210526316,3.530259148719334,40.03828149010146,190.0620437956204,6237531.474189157,3593803.17403009,,0.06578947368421052,0.013157894736842105,0.039473684210526314,0.013157894736842105,0.013157894736842105,0.02631578947368421,0.013157894736842105,,,,0.02631578947368421,,0.02631578947368421,0.039473684210526314,0.10526315789473684,0.13157894736842105,0.15789473684210525,0.2236842105263158,0.10526315789473684,,0.75,0.02631578947368421,,,,,,0.013157894736842105,,,,0.10526315789473684,,0.02631578947368421,0.02631578947368421,0.02631578947368421,,0.013157894736842105,0.013157894736842105,,0.0007886880000000929,0.020676702999992358
undirected100.edgelist,undirected,mst,0.2,76,292,75,0.2568493150684932,True,True,30.731,70.522,0.0,1.7358473744988723,0.601537789032567,6.964839094159715,6237531.474189157,414295.76815592195,,0.06578947368421052,0.013157894736842105,0.039473684210526314,0.013157894736842105,0.013157894736842105,0.02631578947368421,0.013157894736842105,,,,0.02631578947368421,,0.02631578947368421,0.039473684210526314,0.10526315789473684,0.13157894736842105,0.15789473684210525,0.2236842105263158,0.10526315789473684,,0.3815789473684211,,,,,,,,,,,0.3815789473684211,,0.13157894736842105,0.09210526315789473,0.013157894736842105,,,,,0.0006301070000063191,0.0240912499999979
undirected100.edgelist,undirected,t_spanner,0.2,76,292,109,0.3732876712328767,True,True,30.731,36.709,0.0,1.099139405481276,0.02941748244295332,1.987037037037037,6237531.474189157,875571.4064734733,,0.06578947368421052,0.013157894736842105,0.039473684210526314,0.013157894736842105,0.013157894736842105,0.02631578947368421,0.013157894736842105,,,,0.02631578947368421,,0.02631578947368421,0.039473684210526314,0.10526315789473684,0.13157894736842105,0.15789473684210525,0.2236842105263158,0.10526315789473684,,0.11842105263157894,,,,,,,,,,,0.2894736842105263,,0.2631578947368421,0.2631578947368421,0.06578947368421052,,,,,0.011350063999998383,0.026087301999979218
undirected11.edgelist,undirected,original,0.2,96,420,,1.0,True,True,36.837,36.837,0.0,1.0,0.0,1.0,8665462.622350847,8665462.622350847,,0.13541666666666666,0.07291666666666667,0.07291666666666667,0.10416666666666667,0.020833333333333332,,0.010416666666666666,0.010416666666666666,,,0.010416666666666666,,0.052083333333333336,0.052083333333333336,0.052083333333333336,0.08333333333333333,0.08333333333333333,0.15625,0.08333333333333333,,,0.13541666666666666,0.07291666666666667,0.07291666666666667,0.10416666666666667,0.020833333333333332,,0.010416666666666666,0.010416666666666666,,,0.010416666666666666,,0.052083333333333336,0.052083333333333336,0.052083333333333336,0.08333333333333333,0.08333333333333333,0.15625,0.08333333333333333,,0.06024320299999886
undirected11.edgelist,undirected,kols,0.2,96,420,95,0.2261904761904762,True,True,36.837,72.066,0.0,2.0263489117903792,1.0280188929652914,9.970735968552088,8665462.622350847,771744.3100674681,,0.13541666666666666,0.07291666666666667,0.07291666666666667,0.10416666666666667,0.020833333333333332,,0.010416666666666666,0.010416666666666666,,,0.010416666666666666,,0.052083333333333336,0.052083333333333336,0.052083333333333336,0.08333333333333333,0.08333333333333333,0.15625,0.08333333333333333,,0.3958333333333333,,,,,,,,,,,0.3645833333333333,,0.14583333333333334,0.052083333333333336,0.041666666666666664,,,,,0.0024106799999970008,0.04349714800000015
undirected11.edgelist,undirected,random,0.2,96,420,98,0.23333333333333334,True,False,36.837,inf,0.4342105263157895,4.55719241404213,148.6453608800274,486.4859813084112,8665462.622350847,1913799.963954697,,0.13541666666666666,0.07291666666666667,0.07291666666666667,0.10416666666666667,0.020833333333333332,,0.010416666666666666,0.010416666666666666,,,0.010416666666666666,,0.052083333333333336,0.052083333333333336,0.052083333333333336,0.08333333333333333,0.08333333333333333,0.15625,0.08333333333333333,0.11458333333333333,0.25,,,,,,,,,,,0.3125,,0.1875,0.08333333333333333,0.041666666666666664,0.010416666666666666,,,,0.00035422300001641815,0.03902801799998201
undirected11.edgelist,undirected,k_neighbor,0.2,96,420,85,0.20238095238095238,True,False,36.837,inf,0.8423245614035088,6.5331266615678425,113.18580587467787,145.8689275893676,8665462.622350847,2099983.333434934,,0.13541666666666666,0.07291666666666667,0.07291666666666667,0.10416666666666667,0.020833333333333332,,0.010416666666666666,0.010416666666666666,,,0.010416666666666666,,0.052083333333333336,0.052083333333333336,0.052083333333333336,0.08333333333333333,0.08333333333333333,0.15625,0.08333333333333333,,0.46875,,,,,,,,,,,0.3333333333333333,,0.15625,0.041666666666666664,,,,,,0.0047445040000013705,0.032081451000010475
undirected11.edgelist,undirected,local_degree,0.2,96,420,94,0.22380952380952382,True,False,36.837,inf,0.3078947368421053,3.953767919654433,110.28561550080839,424.8224299065421,8665462.622350847,3046009.7488704887,,0.13541666666666666,0.07291666666666667,0.07291666666666667,0.10416666666666667,0.020833333333333332,,0.010416666666666666,0.010416666666666666,,,0.010416666666666666,,0.052083333333333336,0.052083333333333336,0.052083333333333336,0.08333333333333333,0.08333333333333333,0.15625,0.08333333333333333,,0.75,,0.010416666666666666,0.020833333333333332,,,,,0.010416666666666666,,,0.09375,,0.041666666666666664,0.03125,0.020833333333333332,0.020833333333333332,,,,0.0010443239999915477,0.03824392800001419
undirected11.edgelist,undirected,mst,0.2,96,420,95,0.2261904761904762,True,True,36.837,72.066,0.0,2.0263489117903792,1.0280188929652914,9.970735968552088,8665462.622350847,771744.3100674682,,0.13541666666666666,0.07291666666666667,0.07291666666666667,0.10416666666666667,0.020833333333333332,,0.010416666666666666,0.010416666666666666,,,0.010416666666666666,,0.052083333333333336,0.052083333333333336,0.052083333333333336,0.08333333333333333,0.08333333333333333,0.15625,0.08333333333333333,,0.3958333333333333,,,,,,,,,,,0.3645833333333333,,0.14583333333333334,0.052083333333333336,0.041666666666666664,,,,,0.0011036369999999351,0.0433428150000168
undirected11.edgelist,undirected,t_spanner,0.2,96,420,146,0.3476190476190476,True,True,36.837,38.773,0.0,1.083277334071921,0.0223378652567997,1.9942378927150504,8665462.622350847,1247248.0142594068,,0.13541666666666666,0.07291666666666667,0.07291666666666667,0.10416666666666667,0.020833333333333332,,0.010416666666666666,0.010416666666666666,,,0.010416666666666666,,0.052083333333333336,0.052083333333333336,0.052083333333333336,0.08333333333333333,0.08333333333333333,0.15625,0.08333333333333333,,0.09375,,,,,,,,,,,0.28125,,0.3125,0.1875,0.052083333333333336,0.07291666666666667,,,,0.022294066000000612,0.054203335000011066
