graph_family,method,rho,n,m_og,m_sparse,edges_ratio,diameter_original,diameter_sparsified,unreachable_pairs_ratio,stretch_avg,stretch_var,stretch_max,laplacian_qf_original,laplacian_qf_sparsified,degree_distribution_original_1,degree_distribution_original_10,degree_distribution_original_11,degree_distribution_original_12,degree_distribution_original_13,degree_distribution_original_14,degree_distribution_original_15,degree_distribution_original_16,degree_distribution_original_17,degree_distribution_original_18,degree_distribution_original_19,degree_distribution_original_2,degree_distribution_original_20,degree_distribution_original_21,degree_distribution_original_22,degree_distribution_original_23,degree_distribution_original_24,degree_distribution_original_25,degree_distribution_original_26,degree_distribution_original_28,degree_distribution_original_3,degree_distribution_original_4,degree_distribution_original_5,degree_distribution_original_6,degree_distribution_original_7,degree_distribution_original_8,degree_distribution_original_9,degree_distribution_sparsified_0,degree_distribution_sparsified_1,degree_distribution_sparsified_10,degree_distribution_sparsified_11,degree_distribution_sparsified_12,degree_distribution_sparsified_13,degree_distribution_sparsified_14,degree_distribution_sparsified_15,degree_distribution_sparsified_16,degree_distribution_sparsified_17,degree_distribution_sparsified_18,degree_distribution_sparsified_19,degree_distribution_sparsified_2,degree_distribution_sparsified_20,degree_distribution_sparsified_21,degree_distribution_sparsified_22,degree_distribution_sparsified_23,degree_distribution_sparsified_24,degree_distribution_sparsified_25,degree_distribution_sparsified_26,degree_distribution_sparsified_28,degree_distribution_sparsified_3,degree_distribution_sparsified_4,degree_distribution_sparsified_5,degree_distribution_sparsified_6,degree_distribution_sparsified_7,degree_distribution_sparsified_8,degree_distribution_sparsified_9,sparsify_time,metric_time,family,degree_distribution_original_in_0,degree_distribution_original_in_1,degree_distribution_original_in_10,degree_distribution_original_in_11,degree_distribution_original_in_12,degree_distribution_original_in_13,degree_distribution_original_in_14,degree_distribution_original_in_15,degree_distribution_original_in_16,degree_distribution_original_in_17,degree_distribution_original_in_18,degree_distribution_original_in_19,degree_distribution_original_in_2,degree_distribution_original_in_3,degree_distribution_original_in_4,degree_distribution_original_in_5,degree_distribution_original_in_6,degree_distribution_original_in_7,degree_distribution_original_in_8,degree_distribution_original_in_9,degree_distribution_original_out_0,degree_distribution_original_out_1,degree_distribution_original_out_10,degree_distribution_original_out_11,degree_distribution_original_out_12,degree_distribution_original_out_13,degree_distribution_original_out_14,degree_distribution_original_out_15,degree_distribution_original_out_16,degree_distribution_original_out_17,degree_distribution_original_out_18,degree_distribution_original_out_19,degree_distribution_original_out_2,degree_distribution_original_out_20,degree_distribution_original_out_21,degree_distribution_original_out_3,degree_distribution_original_out_4,degree_distribution_original_out_5,degree_distribution_original_out_6,degree_distribution_original_out_7,degree_distribution_original_out_8,degree_distribution_original_out_9,degree_distribution_sparsified_in_0,degree_distribution_sparsified_in_1,degree_distribution_sparsified_in_10,degree_distribution_sparsified_in_11,degree_distribution_sparsified_in_12,degree_distribution_sparsified_in_13,degree_distribution_sparsified_in_14,degree_distribution_sparsified_in_15,degree_distribution_sparsified_in_16,degree_distribution_sparsified_in_17,degree_distribution_sparsified_in_18,degree_distribution_sparsified_in_19,degree_distribution_sparsified_in_2,degree_distribution_sparsified_in_3,degree_distribution_sparsified_in_4,degree_distribution_sparsified_in_5,degree_distribution_sparsified_in_6,degree_distribution_sparsified_in_7,degree_distribution_sparsified_in_8,degree_distribution_sparsified_in_9,degree_distribution_sparsified_out_0,degree_distribution_sparsified_out_1,degree_distribution_sparsified_out_10,degree_distribution_sparsified_out_11,degree_distribution_sparsified_out_12,degree_distribution_sparsified_out_13,degree_distribution_sparsified_out_14,degree_distribution_sparsified_out_15,degree_distribution_sparsified_out_16,degree_distribution_sparsified_out_17,degree_distribution_sparsified_out_18,degree_distribution_sparsified_out_19,degree_distribution_sparsified_out_2,degree_distribution_sparsified_out_20,degree_distribution_sparsified_out_21,degree_distribution_sparsified_out_3,degree_distribution_sparsified_out_4,degree_distribution_sparsified_out_5,degree_distribution_sparsified_out_6,degree_distribution_sparsified_out_7,degree_distribution_sparsified_out_8,degree_distribution_sparsified_out_9,degree_distribution_original_in_20,degree_distribution_original_out_22,degree_distribution_sparsified_in_20,degree_distribution_sparsified_in_21,degree_distribution_sparsified_in_22,degree_distribution_sparsified_in_23,degree_distribution_sparsified_in_24,degree_distribution_sparsified_in_25,degree_distribution_sparsified_in_27,degree_distribution_sparsified_out_22,degree_distribution_sparsified_out_23,degree_distribution_sparsified_out_24,degree_distribution_sparsified_out_25,degree_distribution_sparsified_out_27
bipartite,k_neighbor,0.2,73.04,277.51,66.91,0.2903767660340959,39.15913,inf,0.6792268535776551,7.177085200694992,349.2540475005291,370.2739547952671,12369496.16310146,3849754.017132791,0.0512243151555738,0.0691282972849804,0.0579761805936274,0.0499760209931089,0.0428837169969267,0.0335246700953184,0.0334721290105701,0.0304247948923206,0.0260971800691234,0.0208946928804328,0.0255181092710975,0.0743346328867294,0.0182536013903445,0.0144043499397717,0.0226625462004804,0.0186214270654498,0.0143839935008876,0.0077850478613837,0.0107219937962872,0.0084033613445378,0.1025680690032542,0.123890474240663,0.1203599499840209,0.1163145224599463,0.1123201405075808,0.0911848455302287,0.084368790832513,,0.4857070353317144,0.0080645161290322,,,,,,,,,,0.3130228398632165,,,,,,,,,0.1318918243762902,0.0497092488121284,0.0244484649670171,0.017351611486853,0.0146371086417168,0.0113372457075642,0.0076335877862595,0.0037038366200003,0.0218455007299996,bipartite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bipartite,kols,0.2,73.04,277.51,73.8,0.3196103854118644,39.15913,63.50011000000001,0.0,1.5491800186613762,0.4586885853996174,6.628366291582001,12369496.16310146,1075572.2319536316,0.0512243151555738,0.0691282972849804,0.0579761805936274,0.0499760209931089,0.0428837169969267,0.0335246700953184,0.0334721290105701,0.0304247948923206,0.0260971800691234,0.0208946928804328,0.0255181092710975,0.0743346328867294,0.0182536013903445,0.0144043499397717,0.0226625462004804,0.0186214270654498,0.0143839935008876,0.0077850478613837,0.0107219937962872,0.0084033613445378,0.1025680690032542,0.123890474240663,0.1203599499840209,0.1163145224599463,0.1123201405075808,0.0911848455302287,0.084368790832513,,0.4347728301072362,0.0153846153846153,0.0084063866265825,0.0079365079365079,0.0082785987958401,,0.0079365079365079,0.0077519379844961,0.0083160800552104,0.0077519379844961,,0.3052936779611918,,,,,,,,,0.1506339105725942,0.0723213916512609,0.0301355357790088,0.0204335882428548,0.0148663911878342,0.0132193850642156,0.0108229671797033,0.0017222425900015,0.0277783696499997,bipartite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bipartite,local_degree,0.2,73.04,277.51,71.06,0.3126520128772216,39.15913,inf,0.3400649242679652,3.3399114648339974,57.55471910214579,188.1156488269404,12369496.16310146,4763482.103842619,0.0512243151555738,0.0691282972849804,0.0579761805936274,0.0499760209931089,0.0428837169969267,0.0335246700953184,0.0334721290105701,0.0304247948923206,0.0260971800691234,0.0208946928804328,0.0255181092710975,0.0743346328867294,0.0182536013903445,0.0144043499397717,0.0226625462004804,0.0186214270654498,0.0143839935008876,0.0077850478613837,0.0107219937962872,0.0084033613445378,0.1025680690032542,0.123890474240663,0.1203599499840209,0.1163145224599463,0.1123201405075808,0.0911848455302287,0.084368790832513,,0.7401247832910579,0.015481617577121,0.0142363009795591,0.0153047300564156,0.0130258154806235,0.0131534879404779,0.0132409190736722,0.0109344236951472,0.0114757212836212,0.010403845793318,0.009157020241337,0.0958336940217168,0.0091476365627635,0.0093279706901467,0.0079365079365079,,0.0078442229605019,0.0079365079365079,0.0080338217532765,0.0084033613445378,0.048832859813337,0.0325398188399959,0.0236754262994527,0.0216223965317126,0.0192310584613138,0.0172123597792834,0.0175947043983718,0.0008055022600002,0.0246553085800001,bipartite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bipartite,mst,0.2,73.04,277.51,72.04,0.3171881394063238,39.15913,63.8547,0.0,1.5605018784275844,0.4738349123555707,6.735138789122409,12369496.16310146,978600.7134404208,0.0512243151555738,0.0691282972849804,0.0579761805936274,0.0499760209931089,0.0428837169969267,0.0335246700953184,0.0334721290105701,0.0304247948923206,0.0260971800691234,0.0208946928804328,0.0255181092710975,0.0743346328867294,0.0182536013903445,0.0144043499397717,0.0226625462004804,0.0186214270654498,0.0143839935008876,0.0077850478613837,0.0107219937962872,0.0084033613445378,0.1025680690032542,0.123890474240663,0.1203599499840209,0.1163145224599463,0.1123201405075808,0.0911848455302287,0.084368790832513,,0.4415410791071478,0.0153846153846153,0.0084033613445378,,,,,,,,,0.3044258575936855,,,,,,,,,0.1483973722310723,0.0710527113463222,0.0300605565796129,0.0200343766427287,0.0156224583535678,0.0161307547127187,0.0122661968013011,0.0006874578700003,0.0284467646599996,bipartite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bipartite,original,0.2,73.04,277.51,,1.0,39.15913,39.15913,0.0,1.0,0.0,1.0,12369496.16310146,12369496.16310146,0.0512243151555738,0.0691282972849804,0.0579761805936274,0.0499760209931089,0.0428837169969267,0.0335246700953184,0.0334721290105701,0.0304247948923206,0.0260971800691234,0.0208946928804328,0.0255181092710975,0.0743346328867294,0.0182536013903445,0.0144043499397717,0.0226625462004804,0.0186214270654498,0.0143839935008876,0.0077850478613837,0.0107219937962872,0.0084033613445378,0.1025680690032542,0.123890474240663,0.1203599499840209,0.1163145224599463,0.1123201405075808,0.0911848455302287,0.084368790832513,,0.0512243151555738,0.0691282972849804,0.0579761805936274,0.0499760209931089,0.0428837169969267,0.0335246700953184,0.0334721290105701,0.0304247948923206,0.0260971800691234,0.0208946928804328,0.0255181092710975,0.0743346328867294,0.0182536013903445,0.0144043499397717,0.0226625462004804,0.0186214270654498,0.0143839935008876,0.0077850478613837,0.0107219937962872,0.0084033613445378,0.1025680690032542,0.123890474240663,0.1203599499840209,0.1163145224599463,0.1123201405075808,0.0911848455302287,0.084368790832513,,0.0379686850599994,bipartite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bipartite,random,0.2,73.04,277.51,63.11,0.2276841632556514,39.15913,inf,0.5985650707294007,4.720928021442735,130.1299707403472,228.769490169626,12369496.16310146,2738821.926652239,0.0512243151555738,0.0691282972849804,0.0579761805936274,0.0499760209931089,0.0428837169969267,0.0335246700953184,0.0334721290105701,0.0304247948923206,0.0260971800691234,0.0208946928804328,0.0255181092710975,0.0743346328867294,0.0182536013903445,0.0144043499397717,0.0226625462004804,0.0186214270654498,0.0143839935008876,0.0077850478613837,0.0107219937962872,0.0084033613445378,0.1025680690032542,0.123890474240663,0.1203599499840209,0.1163145224599463,0.1123201405075808,0.0911848455302287,0.084368790832513,0.2256175686133648,0.3106818567967507,0.0080645161290322,0.0079365079365079,,,,,,,,,0.2515544770820984,,,,,,,,,0.1367651766542031,0.0632822745841126,0.0357338695133064,0.0186765946422012,0.0140727978430781,0.0130974970633414,0.0081699346405228,0.0002548442200002,0.025381296139999,bipartite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bipartite,t_spanner,0.2,73.04,277.51,102.92,0.4375140512281358,39.15913,43.15227,0.0,1.0742134189326027,0.0216296214438535,1.9675762367519984,12369496.16310146,1760688.1152790417,0.0512243151555738,0.0691282972849804,0.0579761805936274,0.0499760209931089,0.0428837169969267,0.0335246700953184,0.0334721290105701,0.0304247948923206,0.0260971800691234,0.0208946928804328,0.0255181092710975,0.0743346328867294,0.0182536013903445,0.0144043499397717,0.0226625462004804,0.0186214270654498,0.0143839935008876,0.0077850478613837,0.0107219937962872,0.0084033613445378,0.1025680690032542,0.123890474240663,0.1203599499840209,0.1163145224599463,0.1123201405075808,0.0911848455302287,0.084368790832513,,0.1835819553888015,0.0142462262119629,0.0084033613445378,,,,,,,,,0.3068592890336001,,,,,,,,,0.2474685868479805,0.1503501279629961,0.0721301559361716,0.0344595489930037,0.0197194804813969,0.0178712281798781,0.0129027358863733,0.0133164538399996,0.0298076719400006,bipartite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
directed,k_neighbor,0.2,61.16,423.59,57.77,0.1921547997369339,inf,inf,0.5145894921719028,inf,inf,inf,14829702.77473189,2910955.813121896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4156984468491775,,,,,,,,,,,0.3701915728222662,,,,,,,,,0.1578323587119531,0.0479696024644797,0.0223919231861682,0.0171540311766159,0.0117647058823529,,,0.0059343113300003,0.0335012143699985,directed,0.0521980169809514,0.1144879688981563,0.0833621577992007,0.073960443969632,0.0539659291485306,0.0410548063808021,0.0283524935108927,0.0239343890368635,0.0141610197852275,0.0118685455065716,0.0109026283634817,0.0112359550561797,0.1047282477560917,0.120198385614397,0.1130647837553545,0.1233927560814356,0.1176847137778541,0.1116344165480101,0.1035818276972132,0.1088728943212251,0.0637707524104866,0.0800248101140645,0.0937943966998338,0.0750266448909628,0.0552249928192287,0.0407794749457733,0.0295075343591302,0.0230267697265457,0.0140366045445496,0.0161939927671385,0.0107161897263026,0.0104166666666666,0.1302231552530443,0.0105845439412854,0.0106382978723404,0.1176849544293955,0.1144223830133187,0.1201190715157921,0.1123395113359659,0.1139073138366948,0.1106239172761748,0.0948664578957579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
directed,kols,0.2,61.16,423.59,87.98,0.2424990727458744,inf,inf,1.0,inf,inf,inf,14829702.77473189,1763640.02028934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0032104832199983,0.0350250658399999,directed,0.0521980169809514,0.1144879688981563,0.0833621577992007,0.073960443969632,0.0539659291485306,0.0410548063808021,0.0283524935108927,0.0239343890368635,0.0141610197852275,0.0118685455065716,0.0109026283634817,0.0112359550561797,0.1047282477560917,0.120198385614397,0.1130647837553545,0.1233927560814356,0.1176847137778541,0.1116344165480101,0.1035818276972132,0.1088728943212251,0.0637707524104866,0.0800248101140645,0.0937943966998338,0.0750266448909628,0.0552249928192287,0.0407794749457733,0.0295075343591302,0.0230267697265457,0.0140366045445496,0.0161939927671385,0.0107161897263026,0.0104166666666666,0.1302231552530443,0.0105845439412854,0.0106382978723404,0.1176849544293955,0.1144223830133187,0.1201190715157921,0.1123395113359659,0.1139073138366948,0.1106239172761748,0.0948664578957579,0.2415527944052198,0.3910258543048875,,,,,,,,,,,0.2374897622249412,0.0969850335901822,0.0473942718065159,0.0210486430884026,0.0137477102604302,0.0115465449032864,0.0111111111111111,,0.2988112394418721,0.4343252741757568,0.0160860066594673,0.0149415718932638,0.0129996162611313,0.011791559099624,0.0121758459843465,0.0146154279094509,,0.0106382978723404,0.010752688172043,,0.1696168180719353,,,0.049803947986395,0.0198823901261798,0.0188551772046826,0.0194554117890453,0.0189182117051555,0.0164114865994104,0.0183192274943875,,,,,,,,,,,,,,
directed,local_degree,0.2,61.16,423.59,60.66,0.2019940597765126,inf,inf,1.0,inf,inf,inf,14829702.77473189,3615104.610869783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0008553319999982,0.0337391294500005,directed,0.0521980169809514,0.1144879688981563,0.0833621577992007,0.073960443969632,0.0539659291485306,0.0410548063808021,0.0283524935108927,0.0239343890368635,0.0141610197852275,0.0118685455065716,0.0109026283634817,0.0112359550561797,0.1047282477560917,0.120198385614397,0.1130647837553545,0.1233927560814356,0.1176847137778541,0.1116344165480101,0.1035818276972132,0.1088728943212251,0.0637707524104866,0.0800248101140645,0.0937943966998338,0.0750266448909628,0.0552249928192287,0.0407794749457733,0.0295075343591302,0.0230267697265457,0.0140366045445496,0.0161939927671385,0.0107161897263026,0.0104166666666666,0.1302231552530443,0.0105845439412854,0.0106382978723404,0.1176849544293955,0.1144223830133187,0.1201190715157921,0.1123395113359659,0.1139073138366948,0.1106239172761748,0.0948664578957579,0.6700674708133357,0.1413523744478311,0.0159310135978364,0.0133390773217005,0.0144232851359501,0.0129173897177001,0.012038605412669,0.0116012001370764,0.0111455108359132,0.0114139675585458,0.0112359550561797,0.0112359550561797,0.0609635827642254,0.0424021987082676,0.0331666357955225,0.027062804201085,0.0229429382113382,0.0195434722159651,0.0182712197562948,0.0173014668509966,0.0637707524104866,0.9834196043732736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
