graph,graph_family,method,rho,n,m_og,m_sparse,edges_ratio,connected_original,connected_sparsified,diameter_original,diameter_sparsified,unreachable_pairs_ratio,stretch_avg,stretch_var,stretch_max,laplacian_qf_original,laplacian_qf_sparsified,degree_distribution_original_in_0,degree_distribution_original_in_1,degree_distribution_original_in_2,degree_distribution_original_in_3,degree_distribution_original_in_4,degree_distribution_original_in_5,degree_distribution_original_in_6,degree_distribution_original_in_7,degree_distribution_original_in_8,degree_distribution_original_in_9,degree_distribution_original_out_0,degree_distribution_original_out_1,degree_distribution_original_out_10,degree_distribution_original_out_2,degree_distribution_original_out_3,degree_distribution_original_out_4,degree_distribution_original_out_5,degree_distribution_original_out_6,degree_distribution_original_out_7,degree_distribution_original_out_8,degree_distribution_original_out_9,degree_distribution_sparsified_1,degree_distribution_sparsified_2,degree_distribution_sparsified_3,degree_distribution_sparsified_4,degree_distribution_sparsified_5,degree_distribution_sparsified_6,degree_distribution_sparsified_7,degree_distribution_sparsified_in_0,degree_distribution_sparsified_in_1,degree_distribution_sparsified_in_2,degree_distribution_sparsified_in_3,degree_distribution_sparsified_in_4,degree_distribution_sparsified_in_5,degree_distribution_sparsified_in_6,degree_distribution_sparsified_in_7,degree_distribution_sparsified_in_8,degree_distribution_sparsified_in_9,degree_distribution_sparsified_out_0,degree_distribution_sparsified_out_1,degree_distribution_sparsified_out_10,degree_distribution_sparsified_out_2,degree_distribution_sparsified_out_3,degree_distribution_sparsified_out_4,degree_distribution_sparsified_out_5,degree_distribution_sparsified_out_6,degree_distribution_sparsified_out_7,degree_distribution_sparsified_out_8,degree_distribution_sparsified_out_9,sparsify_time,metric_time
planar10.edgelist,planar,k_neighbor,0.2,90,258,79,0.3062015503875969,True,False,inf,inf,0.8554307116104869,inf,inf,inf,1033457.2834799518,425096.28329779604,0.07777777777777778,0.12222222222222222,0.25555555555555554,0.2222222222222222,0.14444444444444443,0.1111111111111111,0.03333333333333333,0.03333333333333333,,,0.12222222222222222,0.12222222222222222,,0.2,0.2111111111111111,0.15555555555555556,0.1,0.05555555555555555,0.022222222222222223,,0.011111111111111112,0.4777777777777778,0.35555555555555557,0.12222222222222222,0.03333333333333333,,0.011111111111111112,,,,,,,,,,,,,,,,,,,,,,,0.004455143999990696,0.006827150999981768
planar10.edgelist,planar,local_degree,0.2,90,258,79,0.3062015503875969,True,False,inf,inf,1.0,inf,inf,inf,1033457.2834799518,329174.29845124116,0.07777777777777778,0.12222222222222222,0.25555555555555554,0.2222222222222222,0.14444444444444443,0.1111111111111111,0.03333333333333333,0.03333333333333333,,,0.12222222222222222,0.12222222222222222,,0.2,0.2111111111111111,0.15555555555555556,0.1,0.05555555555555555,0.022222222222222223,,0.011111111111111112,,,,,,,,0.5444444444444444,0.2222222222222222,0.1111111111111111,0.07777777777777778,0.03333333333333333,,0.011111111111111112,,,,0.12222222222222222,0.8777777777777778,,,,,,,,,,0.000680912999996508,0.005641789000009112
planar10.edgelist,planar,mst,0.2,90,258,89,0.3449612403100775,True,True,inf,95.85500000000002,0.0,inf,inf,inf,1033457.2834799518,154415.41272149805,0.07777777777777778,0.12222222222222222,0.25555555555555554,0.2222222222222222,0.14444444444444443,0.1111111111111111,0.03333333333333333,0.03333333333333333,,,0.12222222222222222,0.12222222222222222,,0.2,0.2111111111111111,0.15555555555555556,0.1,0.05555555555555555,0.022222222222222223,,0.011111111111111112,0.3888888888888889,0.28888888888888886,0.28888888888888886,0.022222222222222223,0.011111111111111112,,,,,,,,,,,,,,,,,,,,,,,,0.0009312589999979082,0.012183238000005758
planar10.edgelist,planar,t_spanner,0.2,90,258,226,0.875968992248062,True,True,inf,inf,1.0,inf,inf,inf,1033457.2834799518,237576.9101973401,0.07777777777777778,0.12222222222222222,0.25555555555555554,0.2222222222222222,0.14444444444444443,0.1111111111111111,0.03333333333333333,0.03333333333333333,,,0.12222222222222222,0.12222222222222222,,0.2,0.2111111111111111,0.15555555555555556,0.1,0.05555555555555555,0.022222222222222223,,0.011111111111111112,,,,,,,,,0.15555555555555556,0.3111111111111111,0.4222222222222222,0.08888888888888889,0.022222222222222223,,,,,,0.15555555555555556,,0.3111111111111111,0.4222222222222222,0.08888888888888889,0.022222222222222223,,,,,0.005769581999999218,0.02070540799999776
planar100.edgelist,planar,original,0.2,52,145,,1.0,True,True,inf,inf,1.0,inf,inf,inf,1148670.304071278,1148670.304071278,0.07692307692307693,0.07692307692307693,0.36538461538461536,0.15384615384615385,0.17307692307692307,0.11538461538461539,0.019230769230769232,0.019230769230769232,,,0.15384615384615385,0.09615384615384616,,0.17307692307692307,0.23076923076923078,0.19230769230769232,0.07692307692307693,0.038461538461538464,0.038461538461538464,,,,,,,,,,0.07692307692307693,0.07692307692307693,0.36538461538461536,0.15384615384615385,0.17307692307692307,0.11538461538461539,0.019230769230769232,0.019230769230769232,,,0.15384615384615385,0.09615384615384616,,0.17307692307692307,0.23076923076923078,0.19230769230769232,0.07692307692307693,0.038461538461538464,0.038461538461538464,,,,0.003967987999999423
planar100.edgelist,planar,kols,0.2,52,145,51,0.35172413793103446,True,True,inf,inf,1.0,inf,inf,inf,1148670.304071278,145854.42497367898,0.07692307692307693,0.07692307692307693,0.36538461538461536,0.15384615384615385,0.17307692307692307,0.11538461538461539,0.019230769230769232,0.019230769230769232,,,0.15384615384615385,0.09615384615384616,,0.17307692307692307,0.23076923076923078,0.19230769230769232,0.07692307692307693,0.038461538461538464,0.038461538461538464,,,,,,,,,,0.3076923076923077,0.5,0.09615384615384616,0.09615384615384616,,,,,,,0.3269230769230769,0.4230769230769231,,0.19230769230769232,0.057692307692307696,,,,,,,0.0009137360000011086,0.0027933579999910307
planar100.edgelist,planar,random,0.2,52,145,33,0.22758620689655173,True,False,inf,inf,1.0,inf,inf,inf,1148670.304071278,189130.55551587703,0.07692307692307693,0.07692307692307693,0.36538461538461536,0.15384615384615385,0.17307692307692307,0.11538461538461539,0.019230769230769232,0.019230769230769232,,,0.15384615384615385,0.09615384615384616,,0.17307692307692307,0.23076923076923078,0.19230769230769232,0.07692307692307693,0.038461538461538464,0.038461538461538464,,,,,,,,,,0.5192307692307693,0.3269230769230769,0.15384615384615385,,,,,,,,0.5576923076923077,0.2692307692307692,,0.15384615384615385,0.019230769230769232,,,,,,,0.0001252980000003845,0.0027404360000105044
planar100.edgelist,planar,k_neighbor,0.2,52,145,45,0.3103448275862069,True,False,inf,inf,0.8242835595776772,inf,inf,inf,1148670.304071278,486954.967220962,0.07692307692307693,0.07692307692307693,0.36538461538461536,0.15384615384615385,0.17307692307692307,0.11538461538461539,0.019230769230769232,0.019230769230769232,,,0.15384615384615385,0.09615384615384616,,0.17307692307692307,0.23076923076923078,0.19230769230769232,0.07692307692307693,0.038461538461538464,0.038461538461538464,,,0.4807692307692308,0.3269230769230769,0.17307692307692307,0.019230769230769232,,,,,,,,,,,,,,,,,,,,,,,,,0.003084037000007811,0.003342345999982399
planar100.edgelist,planar,local_degree,0.2,52,145,44,0.30344827586206896,True,False,inf,inf,1.0,inf,inf,inf,1148670.304071278,475919.528823018,0.07692307692307693,0.07692307692307693,0.36538461538461536,0.15384615384615385,0.17307692307692307,0.11538461538461539,0.019230769230769232,0.019230769230769232,,,0.15384615384615385,0.09615384615384616,,0.17307692307692307,0.23076923076923078,0.19230769230769232,0.07692307692307693,0.038461538461538464,0.038461538461538464,,,,,,,,,,0.5769230769230769,0.19230769230769232,0.1346153846153846,0.038461538461538464,0.019230769230769232,0.038461538461538464,,,,,0.15384615384615385,0.8461538461538461,,,,,,,,,,0.00034167399999773806,0.07894213600002331
planar100.edgelist,planar,mst,0.2,52,145,51,0.35172413793103446,True,True,inf,81.578,0.0,inf,inf,inf,1148670.304071278,145854.42497367898,0.07692307692307693,0.07692307692307693,0.36538461538461536,0.15384615384615385,0.17307692307692307,0.11538461538461539,0.019230769230769232,0.019230769230769232,,,0.15384615384615385,0.09615384615384616,,0.17307692307692307,0.23076923076923078,0.19230769230769232,0.07692307692307693,0.038461538461538464,0.038461538461538464,,,0.40384615384615385,0.28846153846153844,0.25,0.057692307692307696,,,,,,,,,,,,,,,,,,,,,,,,,0.0006760750000012195,0.0058627939999951195
planar100.edgelist,planar,t_spanner,0.2,52,145,126,0.8689655172413793,True,True,inf,inf,1.0,inf,inf,inf,1148670.304071278,281304.8586064951,0.07692307692307693,0.07692307692307693,0.36538461538461536,0.15384615384615385,0.17307692307692307,0.11538461538461539,0.019230769230769232,0.019230769230769232,,,0.15384615384615385,0.09615384615384616,,0.17307692307692307,0.23076923076923078,0.19230769230769232,0.07692307692307693,0.038461538461538464,0.038461538461538464,,,,,,,,,,,0.21153846153846154,0.3076923076923077,0.34615384615384615,0.11538461538461539,0.019230769230769232,,,,,,0.21153846153846154,,0.3076923076923077,0.34615384615384615,0.11538461538461539,0.019230769230769232,,,,,0.0029677509999999074,0.00783000000001266
planar11.edgelist,planar,original,0.2,61,171,,1.0,True,True,inf,inf,1.0,inf,inf,inf,1526664.214251779,1526664.214251779,0.04918032786885246,0.09836065573770492,0.32786885245901637,0.22950819672131148,0.16393442622950818,0.08196721311475409,0.04918032786885246,,,,0.08196721311475409,0.11475409836065574,,0.26229508196721313,0.22950819672131148,0.16393442622950818,0.09836065573770492,0.01639344262295082,0.03278688524590164,,,,,,,,,,0.04918032786885246,0.09836065573770492,0.32786885245901637,0.22950819672131148,0.16393442622950818,0.08196721311475409,0.04918032786885246,,,,0.08196721311475409,0.11475409836065574,,0.26229508196721313,0.22950819672131148,0.16393442622950818,0.09836065573770492,0.01639344262295082,0.03278688524590164,,,,0.0058563450000121975
planar11.edgelist,planar,kols,0.2,61,171,60,0.3508771929824561,True,True,inf,inf,1.0,inf,inf,inf,1526664.214251779,175220.26777640494,0.04918032786885246,0.09836065573770492,0.32786885245901637,0.22950819672131148,0.16393442622950818,0.08196721311475409,0.04918032786885246,,,,0.08196721311475409,0.11475409836065574,,0.26229508196721313,0.22950819672131148,0.16393442622950818,0.09836065573770492,0.01639344262295082,0.03278688524590164,,,,,,,,,,0.39344262295081966,0.32786885245901637,0.21311475409836064,0.04918032786885246,,0.01639344262295082,,,,,0.29508196721311475,0.47540983606557374,,0.18032786885245902,0.04918032786885246,,,,,,,0.0012663089999875865,0.004130360000004885
planar11.edgelist,planar,random,0.2,61,171,39,0.22807017543859648,True,False,inf,inf,1.0,inf,inf,inf,1526664.214251779,328480.816035974,0.04918032786885246,0.09836065573770492,0.32786885245901637,0.22950819672131148,0.16393442622950818,0.08196721311475409,0.04918032786885246,,,,0.08196721311475409,0.11475409836065574,,0.26229508196721313,0.22950819672131148,0.16393442622950818,0.09836065573770492,0.01639344262295082,0.03278688524590164,,,,,,,,,,0.5409836065573771,0.3114754098360656,0.11475409836065574,0.03278688524590164,,,,,,,0.5245901639344263,0.32786885245901637,,0.13114754098360656,0.01639344262295082,,,,,,,0.00013827099999730308,0.0039085290000002715
